Item Category,Latitude (WGS-84),Longitude (WGS-84),Early Date (BCE/CE),Late Date (BCE/CE),Specific Form,Form,Catalogue Id,Sub-form,Description,Thickness,More Description
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,13. Cooking Pot. Diam. 15 cm. ,3, Light red 2.5YR 6/8 ware with thick black core in upper body. Pale yellow 2.5Y 9/2 slip on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94070. Cf.--- Ez Zantur (Stucky et al.--- 1994--- Fig. 16A)--- early CE second century.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 14 cm. ,7, Light red 2.5YR 6/6 ware. Pinkish white 7.5YR 8/2 slip on exterior while red 10R 5/6 slip on interior. No evidence of handle attachment to rim.  Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94070. Cf.--- Petra Church (Gerber 2001a--- Fig. 1--- 2)--- first century BCE. Mampsis (Erickson-Gini 1999--- Fig. 9--- 1--- 12)--- early Roman.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,,,14. Dipper Jug. Diam. 7 cm. ,2.5, Light red 2.5YR 6/8 ware. Very pale brown 10YR 8/2 slip on exterior. Handle is not set vertically. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94070.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 9 cm. ,3, Light red 2.5YR 7/8 ware. Pink 5YR 8/3 slip on exterior body and handle.  Incised wavy line on shoulder. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94110.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,,,7. Dipper Jug. Rim Diam. 6 cm. Base Diam. 3 cm. ,2, Gray 5YR 5/1 core throughout. Exterior color is light brownish gray 10YR 6/2. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94110. Cf. North Ridge Tomb 1 (Bikai 2001--- Fig. 6--- 2-3)--- first half of CE first century.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With incurving rim and thin walls,Bowl. Diam. 13 cm. Light red 2.5YR 7/8 ware with red 10R 5/6 slip on the exterior rim. Location: UT--- Residential Quarter--- Trench 94--- Locus 67. Sequence No. 94138. Cf.--- Schmid 606--- dated to the mid first century BCE.,,
Pottery,30.3287,35.4421,-200,360,"Base, Stopper Cup?",Stopper Cups,,,,,
Pottery,30.3287,35.4421,-200,360,Base of Eastern Sigillata A Plate,Cooking Bowls,02-P-62,,130. Base of Eastern Sigillata A Plate. Cat. No. 02-P-62. Diam. 8 cm. Black gloss with stamped palmettes on tondo and three rows of rouletting around edge. Location: UT--- Residential Quarter--- Trench 94--- Locus 69--- Room 7. Sequence No. 94194.,,
Pottery,30.3287,35.4421,-200,360,Lid,Lids,02-P-41,,7. Lid. Cat. No. 02-P-41. Rim Diam. 16.7 cm. ,3, Light red 2.5YR 6/8 fabric with light red 2.5YR 6/6 core. Air hole punched in body was left unfinished. Very pale brown 10YR 8/2 slip applied freely on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 41. Room 10/11. Sequence No. 89864. Cf.--- Ez Zantur (Stucky et al.--- 1994--- Fig. 17 F)--- dated to the CE fourth century.
Pottery,30.3287,35.4421,-200,360,Strainer Jug,Strainer Jugs,,,,,
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,02-P-45,,38. Jug. Cat. No. 02-P-45. Rim Diam. 6.6 cm. Height: 20.5 cm. ,3, Light gray 10YR 7/2 ware. Exterior may have been white slipped; color is light gray 10YR 7/2. Blackened handle. Location: UT--- Residential Quarter--- Trench 94--- Locus 41. Room 10. Sequence No. 89827.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,43. Jug. Diam. 5.3-5.5 cm. ,2, Light red 2.5YR 7/8 ware. A second example has a 7 cm rim diameter. Location: UT--- Residential Quarter--- Trench 94--- Locus 41.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,02-P-36,,9. Dipper Jug. Cat. No. 02-P-36. Rim Diam. 7.4 cm. Base Diam. 3.5 cm. Pale red 10R 6/4 ware with black core. Widest part damaged with pressure before firing but after ridging. Location: Trench 94--- Locus 41.,,
Pottery,30.3287,35.4421,-200,360,Basket Bowl,Varia,,,4. Basket Bowl. Base Diam. 2.2 cm. Fabric black throughout. Ribbed exterior. String-cut base. Blackened slip on interior. Location: UT--- Residential Quarter--- Trench 94--- Locus 41. Room 10. Sequence No. 89875.,,
Pottery,30.3287,35.4421,-200,360,Kernos,Varia,,,3. Kernos. Rim Diam. 4 cm. ,5, Pale yellow 2.5Y 8/3 fabric. Excised ridge on thick everted rim. Location: UT--- Residential Quarter--- Trench 94--- Locus 41. Room 10. Sequence No. 89875.
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,114. Casserole Bowl. Diam. 23 cm. Light red 2.5YR 7/8 ware--- with dark reddish-gray 10R 4/1 strokes on the interior--- and pinkish white 7.5YR 8/2 slip on rim edge. Spout-like handle. UT--- Residential Quarter--- Trench 94--- Locus 41--- Room 10. Sequence No. 89875.,,
Pottery,30.3287,35.4421,-200,360,Jug with Trefoil Spout,Jugs,,,32. Jug with Trefoil Spout. Diam. 3.8 cm. ,3, Coarse light red 2.5YR 7/8 ware. Very pale brown 10YR 8/3 slipped exterior and interior upper neck. Location: UT--- Residential Quarter--- Trench 94--- Locus 41. Room 10. Sequence No. 89875.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With incurving rim and thin walls,Bowl. Cat. No. 02-P-63. Diam. 19 cm. Reddish yellow 5YR 5/8 ware. Decorated with Nabataean Phase 2c motifs in red 10R 4/6--- including feather-myrtle wreaths and drips along interior rim edge. Very pale brown/white 10YR 8/2 slipped band on the rim exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 75--- Floor bedding Room 3. Sequence No. 94211. Cf.--- Khasna excavations.,,
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,02-P-59,,84. Jug. Cat. No. 02-P-59. Diameter at neck: 2.6 cm. ,3, Red 2.5YR6/8 ware. Ring base. Vestiges of loop handle. Location: UT Residential Quarter--- Trench 94 Locus 75. Sequence No. 94212.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,25. Jug. Diam. 5 cm. Reddish gray 2.5YR 5/ ware. Exterior fabric color is light red 2.5YR 6/8. White 10YR 8/1 slip. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94009. Cf.--- Petra Church (Gerber 2001a--- Fig. 1--- 17).,,
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 12.5 cm. ,4, Light red 2.5YR 6/6 ware with gray core on interior edge. Pinkish white 7.5YR 8/2 slip on exterior and rim top. Incised wavy line on neck. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197. Cf.--- Petra (Parr 1970)--- CE second century.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 15 cm. ,4, Light red 2.5YR 6/8 ware with gray core along interior. Very pale brown 10YR 8/2 slip on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197. May be same jar as #5 below with diameter altered by handle attachment. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 6--- 13).
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 13 cm. ,6.5, Light red 2.5YR 6/8 ware with gray core along interior. Very pale brown 10YR 8/2 slip on exterior. Location: UT Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 6--- 13).
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,18. Cooking Pot. Diam. 19 cm. ,4.5-5.5 , Light red 2.5YR 6/8 ware with gray 5YR 5/1 core. Quantity of lime on exterior surface. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,17. Cooking Pot. Diam. 15. ,5-Mar, Coarse light red 2.5YR 7/8 ware with thin gray core. Self-same light red 2.5YR 7/6 slip on exterior. Lower exterior is burnt. Location: UT--- Residential Quarter--- Trench 94--- Locus 75--- Sequence No. 94197.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,16. Cooking Pot. Diam. 13 cm. ,3, Fine light red 2.5YR 7/8 ware. Poorly fired slip on exterior and over rim is gray 5YR 5/1. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,2. Cooking Pot. Diam. 13 cm. ,4, Fine light red 2.5YR 7/8 ware with no visible inclusions. Everted rim with slightly bulging neck. Red 2.5YR 5/6 slip on exterior with a band of pinkish white 5YR 8/2 slip on rim and neck. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 6--- 9)--- first half of CE first century.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,4. Cooking Pot. Diam. 20 cm. ,5, Light red 2.5YR 7/6 ware. Everted rim and bulging neck. Very pale brown 10YR 8/3 slip on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,16. Jug. Diam. 5 cm. ,4.5, Light red 2.5YR 7/8 ware. Light red 10R 6/8 slipped exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 5--- 19); lagynos form in Eastern Terra Sigillata ware and dated 50 BCE - 0 CE (Gunneweg et al. 1983--- Fig. 24--- 5); Oboda (Negev 1986--- #849); Petra Church (Gerber 2001a--- Fig. 1. 16)--- dated to second half of CE first century to early second; Petra Street (Parr 1970--- Fig. 6--- 79)--- Phase XII.
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,112. Casserole Bowl. Diam. 22 cm. ,2.5, Fine light red 2.5YR 7/6 ware. Black exterior and rim top but evidence of white 10YR 8/1 slip. Location: UT--- Residential Quarter--- Trench 94--- Locus 75. Sequence No. 94197. Cf.--- general type Ez Zantur (Stucky et al.--- 1994)--- early CE second century.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With inward sloping rim and strong carination,Bowl. Diam. 16 cm. ,2, Fine light red 2.5YR 6/8 ware. Exterior color is light reddish brown 5YR 6/3 and gray 5YR 6/1 (burnt)--- with white 10YR 8/1 paint on exterior rim. Representative of seven similar rims. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94072.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 6,,,Bowl. Diam. 15 cm. Light red 2.5YR 7/6 ware--- decorated with a white 2.5Y 8/1 band on the exterior rim. This is one of five rim fragments of similar form. Location: UT--- Residential Quarter--- Trench 94--- Locus 53--- Sequence No. 94072. Cf.--- Schmid Gruppe 6 648.,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With vertical rim and strong carination,Bowl. Diam. 16 cm. Light red 2.5YR 7/6 ware. White 10YR 8/2 band on exterior rim and a thin wash of white slip on the exterior. This is one example of seven similar rims. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94072.,,
Pottery,30.3287,35.4421,-200,360,Jar/Jug Base,Jugs,,,77. Jar/Jug Base. Pottery container P-109. Diam. 5.5 cm. ,2, Fine light red 2.5YR 7/8 ware. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94050. (Not represented).
Pottery,30.3287,35.4421,-200,360,Jar/Jug Base,Jugs,,,72. Jar/Jug Base. Diam. 4 cm. Light red 2.5YR 7/8 ware. Fine rouletting on exterior at base. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94050.,,
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,29. Jug. Diam. 2.3 cm. ,3, Dark gray 7.5YR 4/1 ware. Exterior color is light red 2.5YR 6/6. Handle has combed incisions on side. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94050.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,28. Jug. Diam. 2.4 cm. ,1.5, Fine yellowish red 5YR 5/8 ware with quantity of lime inclusions. Self-same slip on exterior. Two handles. Broken handle was not set parallel to other. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94050. Cf. North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 17).
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,18. Jug. Diam. 4 cm. Thickness 2-3 . Coarse red 2.5YR 5/8 ware. Pale yellow 2.5YR 8/2 slip on exterior and rim top. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94050. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 8--- 8)--- second half of CE first century to early second century.,,
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,17. Jug. Diam. 5.5 cm. ,4, Fine light red 2.5YR 7/8 ware. Pale yellow 2.5Y 8/2 slip on exterior. Vestiges of a 4 cm wide combed handle. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94050. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 8--- 8)--- second half of CE first century to early second century.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,,,8. Dipper Jug. Diam. 7 cm. ,3.5, Fine light red 2.5YR 7/8 ware. Handle ridged. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94050.
Pottery,30.3287,35.4421,-200,360,Bowl,Cooking Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Cooking Bowls,,,125. Bowl. Diam. 26 cm. ,3.5, Light red 2.5YR 6/8 ware with thick gray core. Very pale brown 10YR 8/3 slip on exterior and over rim top. Location: UT--- Residential Quarter--- Trench 94--- Locus 53. Sequence No. 94050.
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With inward sloping rim and strong carination,,,
Pottery,30.3287,35.4421,-200,360,Brazier,Varia,,,,,
Pottery,30.3287,35.4421,-200,360,Lid,Lids,,,8. Lid. Diam. 15 cm. Light red 2.5YR 6/6 ware with thin black core along interior edge. Exterior slipped with pinkish white 7.5YR 8/2--- Location: UT--- Residential Quarter--- Trench 94--- Locus 60--- Room 10. Sequence No. 94009.,,
Pottery,30.3287,35.4421,-200,360,Stopper,Lids,,,1. Stopper. Diam. 3 cm. Thickness at break: 3.5 cm. Very fine pink 7.5YR 8/4 fabric. Red 10R 5/6 slip on interior and exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 60. Sequence No. 94009. Cf.--- Hayes 1997--- Fig. 22.,,
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,19. Cooking Pot. Diam. 14 cm. ,3.5, Light red 2.5YR 7/8 ware. Exterior ledge of rim has been pushed up in places along the rim to create a wavy pattern. Pale yellow 2.5Y 8/3 slip on exterior. Burnt exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 60. Sequence No. 94009.
Pottery,30.3287,35.4421,-200,360,Amphora handle,Amphorae,,,1. Amphora handle. Wall ,10-Sep, Light red 2.5YR 7/6 fabric on inside with thin outer layer of very pale brown 10YR 8/4. Lime--- grog--- pebble--- black grit--- and quartz--- inclusions.  Location: UT--- Residential Quarter--- Trench 94--- Locus 60. Sequence No. 94009.
Pottery,30.3287,35.4421,-200,360,Strainer Jug,Strainer Jugs,,,6. Strainer Jug. Diam. c. 18 cm. ,6-Feb, Red 2.5YR 5/8 ware. Very pale brown 10YR 8/2 slip on exterior that becomes gray 10YR 6/1 on the lower half. Location: UT--- Residential Quarter--- Trench 94--- Locus 60. Room 10. Sequence No. 94009.
Pottery,30.3287,35.4421,-200,360,Strainer Jug Mouth,Strainer Jugs,,,1. Strainer Jug Mouth.  Rim Diam. 3.8 cm. Hole Diam. 5 . ,3, Light red 2.5YR 6/8 ware with thick black core along interior. Thick very pale brown 10YR 8/2 slip on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 60. Sequence No. 94009.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,41. Jug. Diam. 7 cm. ,3-Feb, Fine light red 2.5YR 7/8 ware. Self-same light red 2.5YR 6/8 slip on interior. White slip exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 60. Room 10. Sequence No. 94009.
Pottery,30.3287,35.4421,-200,360,Chalice,Cups/Chalices,,,,,
Pottery,30.3287,35.4421,-200,360,Cooking (?) Bowl,Cooking Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,Casserole Bowl with Horizontal Handle,113. Casserole Bowl with Horizontal Handle. Diam. 21 cm. ,4, Light red 2.5YR 7/8 ware. Thick white 10YR 8/2 slip on exterior and over rim top. Slight burning on handle. Location: UT--- Residential Quarter--- Trench 94--- Locus 60--- Room 10. Sequence No. 94009.
Pottery,30.3287,35.4421,-200,360,Bowl,Casserole Bowls,,,109. Bowl. Diam. 12 cm. Light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter--- Trench 94--- Locus 60--- Room 10. Sequence No. 94009.,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,103. Casserole Bowl. Diam. 19 cm. Light red 2.5YR 6/8 ware--- with upper body exterior white-very pale brown 10YR 8/2 slip. Wavy incision on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 60--- Room 10. Sequence No. 94009.,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 10,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 10,,,Bowl. Diam. 20 cm. ,4, Fine light red 2.5YR 7/8 ware. Very pale brown 10YR 8/2 slip on rim edge and upper body. Surfaces are rough. Slip is worn. Location: UT--- Residential Quarter--- Trench 94. Cf.--- Oboda (Negev 1986--- 729) but smaller diameter and angle not as oblique.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 10,,,Bowl. Diam. 18.5 cm. ,3, Medium coarse light red 2.5YR 7/8 ware with reddish gray 2.5YR 6 core. Exterior fabric color: light red 2.5YR 6/8. White slip on upper body and handle but not rim top. Loop handle attached with slip that is not well smoothed on lower body. Long straw burnout (9 x 1 ). Location: UT--- Residential Quarter--- Trench 94. Cf.--- Oboda (Negev 1986--- 729) bowl from PotterÃƒÂ‚Ã‚Â’s Workshop ÃƒÂ‚Ã‚Â“form known in Terra SigillataÃƒÂ‚Ã‚Â”.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 10,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 10,,,Bowl. Diam. 17 cm. ,3, Medium coarse light red 2.5YR 7/6 ware with 1  grog inclusions. Pink 7.5YR 8/4 slip on exterior. Loop handle of irregular shape. Bottom of handle is burnt. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,Bowl. Diam. 25 cm. ,3, Medium coarse light red 2.5YR 7/8 ware. Incurving rim with inner edge angularly flattened and deep excision on exterior. Very pale brown 10YR 8/2 slip on upper body. Light red 10R 6/6 slip under the pale brown. Slip applied on wheel as evidenced by very straight line. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,Bowl. Diam. 23 cm. ,3, Fine light red 2.5YR 6/8 ware. Pinkish white 5YR 8/2 slip on upper body to just below carination. Slip applied on the wheel because line is very straight. Rouletting of nine rows of short vertical strokes. Two ridges (wheel-made) on interior lower body. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,Bowl. Diam. 30 cm. ,3, Coarse light red 2.5YR 7/8 ware. Light reddish gray 2.5YR 7/1 core in lower body. Vertical rim--- thickened syetrically with excised flange on rim top. Thin pink 5YR 8/3 wash on upper body. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,Bowl. Diam. 14 cm. ,3, Coarse light red 2.5YR 7/8 ware with thin pale orange core. Light red 10R 6/6 slip on upper body and just below carination. Self-same light red 2.5YR 6/8 slip on interior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,Bowl. Rim Diam. 14 cm. ,2.5, Fine light red 2.5YR 7/8 ware. Thick white 7.5YR 8/1 slip on exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,Bowl. Diam. 16 cm. Light red 2.5YR 6/6 ware. Remnants of very pale brown 10YR 8/2 slip on upper body. Under white slip is dark red self-same slip in 2.5YR 5/6. Four rows of rouletted bevels on upper body. Location: UT--- Residential Quarter--- Trench 94. Cf.--- Great Temple (Bestock 1999--- Fig. 12) but larger diameter; Ez Zantur (Schmid 1995--- Fig. 3--- 17) dated to Phase 3--- and 663; North Ridge Tomb 2 (Bikai 2001--- Fig. 8--- 1)--- second half of CE first century.,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 9,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,Bowl with strongly defined carination. Rim Diam. 12 cm. ,2, Fine light red 2.5YR 6/8 ware. Exterior fabric color: light red 2.5YR 7/6. Interior fabric color: light red 2.5YR 7/8. Pink 7.6YR 8/3 slip from rim top to line beneath carination. Location: UT--- Residential Quarter--- Trench 94. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 3) but larger diameter; Oboda (Negev 1986--- 601); Jerash (Hendrix 1996--- 336)--- Late Roman.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,Bowl. Rim Diam. 7 cm. Base Diam. 2.3 cm. Height: 3.3 cm. ,2, Fine light red 2.5YR 6/8 ware. Plain rim--- slightly everted. Rim is somewhat squared--- not circular. Ring base--- molded with exterior groove. Feather design--- remnants of string cutting--- seems to have been left as potterÃƒÂ‚Ã‚Â’s mark. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,Bowl. Rim Diam. 8 cm. Base Diam. 4.5 cm. Height: 3.7 cm. ,1.5, Light red 2.5YR 7/8 ware. Plain vertical rim--- thickened on the exterior. Ring base has same form as #72 above: angularly flattened on foot edge. Perhaps self-same slip on exterior in light red 2.5YR 6/8 slip. Appears that ring gave way when potter attempted to roulette base. After accident--- broken wall clay removed but no attempt to reconstruct foot. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
