Item Category,Latitude (WGS-84),Longitude (WGS-84),Early Date (BCE/CE),Late Date (BCE/CE),Specific Form,Form,Catalogue Id,Sub-form,Description,Thickness,More Description
Pottery,30.3287,35.4421,-200,360,Jar/Jug Base,Jugs,,,67. Jar/Jug Base. Diam. 3.2 cm. ,1.5, Fine light red 2.5YR 7/8 ware with black core in thickest part only. Spots of dark reddish gray 2.5YR 4/ slip. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jar/Jug Base,Jugs,,,66. Jar/Jug Base. Diam. 3 cm. ,1.5, Coarse light red 2.5YR 7/8 ware with pale brown core. Light red 2.5YR 6/8 slip on exterior. Flat--- string-cut base. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jar/Jug Base,Jugs,,,65. Jar/Jug Base. Diam. 5 cm. ,2.5, Fine light red 2.5YR 6/8 ware. Exterior has been roughened with a sponge. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jar/Jug Base,Jugs,,,64. Jar/Jug Base. Diam. 3.9 cm. ,2, Fine light reddish brown 2.5YR 7/4 ware with light reddish gray 2.5YR 7/1 and yellow cores. Interior fabric color: 2.5YR 7/4. Drips of light red 10R 6/8 slip on exterior and interior. Burnished in ridged. String-cut stump base with small groove to created vestigial ring base. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,61. Jug Base. Diam. 5 cm. ,1.5, Dark reddish gray 2.5YR 4/ ware. Light red 2.5YR 6/6 slip on exterior. One row of simple rouletting above ring base line on exterior and one row on top of ring--- creating a scalloped edge. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,60. Jug Base. Diam. 4 cm. ,1.5-3.5 , Fine reddish gray 2.5YR 5/ ware. Interior and exterior fabric color: light red 2.5YR 6/8. Ridged exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,59. Jug Base. Diam. 3.1 cm. ,2.5, Fine light red 2.5YR 6/8 ware. Faint simple rouletting on underside and exterior of base. Knob base with excised ring. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,57. Jug Base. Diam. 2.6 cm. ,2, Fine light red 2.5YR 6/8 ware with thin black core in thickness near base. Self-same slip on exterior and spots on interior. Knob base with excised ring. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,56. Jug Base. Diam. 3.2 cm. ,2.5, Fine light red 2.5YR 6/8 ware. Interior fabric color: light red 2.5YR 6/6. Exterior rough with straw marks and small black spots. Thick white slip on interior--- exterior and over base bottom. Very pale brown 10YR 8/2 above carination and 10YR 8/4 slip in other places. String-cut knob base with excised ring. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,55. Jug Base. Diam. 2.6 cm. ,7-Feb, Dark reddish gray 2.5YR 4/ ware. Exterior fabric color: light red 2.5YR 6/6. Interior fabric color: reddish yellow 7.5YR 6/6. Knob base with excised ring. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,54. Jug Base. Diam. 3.4 cm. ,1.5-3.5 , Light red 2.5YR 6/8 ware. Exterior fabric color: red 10R 6/8. Incised line on exterior. Knob base with excised ring. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,53. Jug Base. Diam. 3.5 cm. ,1-3.5 , Fine light red 2.5YR 6/8 ware. Knob base with excised ring. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,52. Jug Base. Diam. 3.1 cm. ,1.5-2.5 , Fine light red 2.5YR 7/8 ware. Light very pale brown 10YR 8/3 slip over part of lower exterior. Knob base with excised ring. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,51. Jug Base. Diam. 2.8 cm. ,3-Jan, Medium fine light red 2.5YR 7/6 ware. Light red 10R 6/8 slipped upper body and drips on interior neck. Light reddish brown 2.5YR 7/4 slip on lower body. Three lines of vertical bevels rouletted on exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,49. Jug. Diam. 6 cm. ,2.5, Fine light red 2.5YR 6/8 ware. Pink 7.5YR 8/3 slip on exterior and over rim on interior. Three dark bands on interior--- which are not caused by a black core. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Neck,Jugs,,,48. Jug Neck. Neck Diam. 2.8 cm. ,1.5, Light red 2.5YR 7/8 ware with thick reddish gray 2.5YR 6/ core. Red 10R 5/8 slip on interior and light red 10R 6/8 slip on exterior. Loop handle is 1.3 cm wide. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,47. Jug. Diam. 5.6 cm. ,3-Feb, Fine light red 2.5YR 7/8 ware. Self-same light red 2.5YR 6/8 slip on exterior. Simple rouletting composed of 3  long vertical strokes on shoulder. Two shallow ridges below neck carination. Flat loop handle (1.8 cm wide) with perhaps combed decoration on top. Rim oval rather than circular in shape. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,46. Jug. Diam. 6.5 cm. ,2.5, Light red 2.5YR 6/6 ware. Interior fabric color: reddish yellow 5YR 7/6. Self-same red 10R6/6 slip on exterior and interior neck. Neck decorated with 3 ridges. Flat loop handle with two ridges on top and combed sides. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,45. Jug. Diam. 5.5 cm. ,2.5, Fine light red 2.5YR 7/8 ware. Plain flaring rim--- thickened slightly on exterior edge. Ridge on upper neck. Three bands of rouletting composed of simple angled strokes 3  long on shoulder. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,44. Jug. External Diam. 5.3 cm. Internal Diam. 4 cm. ,1.5, Fine light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug/Jar,Jugs,,,42. Jug/Jar. Diam. 6 cm. ,1.5-2.5 , Fine light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,40. Jug. Diam. 7 cm. ,2, Light red 2.5YR 6/8 ware. No handles in 50% remaining. Location: UT--- Residential Quarter--- Trench 94. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 15)--- second half of CE first century.
Pottery,30.3287,35.4421,-200,360,Jug/Jar,Jugs,,,39. Jug/Jar. Diam. 6 cm. ,2, Coarse light red 2.5YR 6/6 ware. Rim thickened on interior and exterior. Self-same light red 2.5YR 7/8 slip on exterior and 2.5YR 6/8 on interior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,37. Jug. Diam. 5 cm. ,1.5, Fine light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug with Trefoil Spout,Jugs,,,35. Jug with Trefoil Spout. Diameter: 2.6 cm. ,4-Mar, Very fine light red 2.5YR 7/8 ware with thin reddish gray 2.5YR 6/ core close to interior. Pointed base. Rouletting on lower body composed of widely spaced double vertical lines 9  long and 4  apart. Vestiges of loop handle. Some burning on the lower body and base. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Wid-mouthed Jug,Jugs,,,33. Wide-mouthed Jug. Diam. 5 cm. ,2.5, Fine light red 2.5YR 6/8 ware. Light red 10R 6/8 slip on exterior and interior neck. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug with Trefoil Spout,Jugs,,,31. Jug with Trefoil Spout. Diam. 2.5 cm. ,3, Handle size: 1.5 cm long x 0.5 cm thick. Medium fine light red 2.5YR 6/8 ware with black core in body. Location: UT--- Residential Quarter--- Trench 94. Cf.--- Oboda (Negev 1986--- 834 and 977)--- although rim is not everted.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,30. Jug. Diam. 2 cm. ,2.5, Fine light red 2.5YR 6/8 ware. Exterior and rim top covered in light red 10R 6/6 slip. Very rough surfaces with numerous fingerprints around the handle suggesting clay was too wet at time of manufacture. Interior is very rough at neck junction. Handle is not attached perpendicular to rim. Location: UT--- Residential Quarter--- Trench 94. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 17)--- dating to second half of CE first century.
Pottery,30.3287,35.4421,-200,360,Large Jug,Jugs,,,27. Large Jug. Rim Diam.? Base Diam. 9.2 cm. ,3.5-4.5 , Pink 7.5YR 8/3 slip on lower body. Location: UT--- Residential Quarter--- Trench 94. Cf.--- Petra Church (Gerber 2001a--- Fig. 1--- 22)--- dating to CE second and third centuries.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,26. Jug. Diam. 4.8 cm. ,3, Fine light red 2.5YR 6/8 ware. Exterior color: light red 10R 6/8. Three broad bands of vertical rouletting. In some areas the 2  long rouletted lines converge so well to create single lines. Lower band appears to have been created with 6  wide wheel design. Location: UT--- Residential Quarter--- Trench 94. Cf.--- Petra Church (Gerber 2001a--- Fig. 1--- 17); Khairy (1982--- Fig. 75) lists early comparanda; Hendrix 1996--- 357--- late Roman but slier lower body.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,24. Jug. Diam. 5 cm. ,2.5, Light red 2.5YR 7/6 ware. Self-same light red 2.5YR 6/6 slip on exterior. Vestiges of handle under rim. Same form as #23 above. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,23. Jug. Diam. 4.5-4.8 cm. ,3-Feb, Light gray 5YR 7/1 ware. Exterior fabric color: pink 5YR8/4. Interior fabric color: gray 5YR6/1. Sloppily applied light reddish brown 2.5YR 6/4 slip on exterior and over rim top. Simple rouletting in 3 bands. Vertical strokes are 2  in length. Upper band composed of 7 lines and arranged to be offset from one another.  Lower band of rouletting composed of 4 lines of 2  long vertical strokes. Rows are offset from one another. Appears to be one roller. Middle band of 5 lines is so uneven in one place that it appears that the roller was moved across the vessel 4 times. One side of body is punched inwards slightly. Carination line on lower body where base attaches is not straight; perhaps created by shaving. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,22. Jug. Diam. 2.7 cm. ,1.5, Fine light red 2.5YR 6/8 ware. Self-same red 2.5YR 5/6 slip on exterior. Combed loop handle. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,21. Jug. Diam. 5 cm. ,3, Light red 2.5YR 7/8 ware. Interior color is light reddish brown 2.5YR 7/4. Pink 7.5YR 8/3 slip on exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug Neck,Jugs,,,19. Jug Neck. Neck Diam. 2 cm. ,3-Feb, Fine light red 2.5YR 6/6 ware. Pink 7.5YR 8/3 slipped exterior. One side of handle is combed. Location: UT--- Residential Quarter--- Trench 94. Similar to #15 above.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,,,13. Dipper Jug. Diam. 7 cm. ,3, Fine light red 10R 6/8 ware. Horizontal combing on exterior executed before handle attached. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,15. Jug. Diam. 2.8 cm. ,2, Light red 2.5YR 6/6 ware. Sloping plain rim--- thickened externally. Ribbed lower body. Very pale brown 10YR 8/2 slip on exterior and interior neck. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,,,12. Dipper Jug. Diam. 8 cm. ,2.5, Fine light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Jug/Jar Handle,Jugs,,,"3. Jug/Jar Handle. Diam. 8 . Fine light red 2.5YR 6/8 ware. Red 10R 5/8 slip on exterior. Excised grooves on sides of handle. Loop handle. RQ assemblage has two handles cut from the same ""roll"" because they have the exact same molding. Location: UT--- Residential Quarter--- Trench 94.",,
Pottery,30.3287,35.4421,-200,360,Juglet,Jugs,,,2. Juglet. Diam. 3 cm. ,2, Fine light red 2.5YR 6/8 ware with thick gray core at handle spring and thin throughout center. Plain vertical rim--- angularly flattened on interior edge. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Juglet,Jugs,,,1. Juglet. Diam. 4 cm. ,1.5, Light red 2.5YR 6/8 ware. Plain sloping rim--- with interior edge angularly flattened. Loop handle. Quantity of fine lime inclusions--- some large (1 ). Also long air holes--- suggesting chaff. Location: UT--- Residential Quarter--- Trench 94. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 5--- 16)--- first half of CE first century.
Pottery,30.3287,35.4421,-200,360,"Base, Stopper Cup?",Stopper Cups,,,7. Base--- Stopper Cup? Diam. 3.6 cm. ,3, Fine reddish yellow 5YR 6/8 ware with thick black core. Exterior fabric color: light red 2.5YR 7/8. Interior fabric color: light red 2.5YR 6/8.  Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,"Base, Stopper Cup?",Stopper Cups,,,6. Base--- Stopper Cup? Diam. 3.5 cm. ,2-Jan, Fine light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Stopper Cup,Stopper Cups,,,,,
Pottery,30.3287,35.4421,-200,360,Stopper Cup,Stopper Cups,,,4. Stopper Cup. Diam. 3 cm. ,3, Fine light red 2.5YR 6/8 ware. Exterior fabric color: light red 2.5YR 6/6. Red 10R 5/6 slip on interior. Button base with ring created by excision. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,"Base, Stopper Cup?",Stopper Cups,,,5. Base--- Stopper Cup? Diam. 2.7 cm. ,3, Fine light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Stopper Cup,Stopper Cups,,,,,
Pottery,30.3287,35.4421,-200,360,Chalice,Cups/Chalices,,Biconical bowl,11. Chalice? Biconical bowl. Rim Diam. 9.5 cm. Base Diam. 4 cm. Height: 5.4 cm. ,3, Light red 2.5YR 7/8 ware. Everted rim--- thickened to the exterior with excised ridge on external thickness. Carinated body with concave upper body. Ring base--- horizontally flattened bottom and angularly flattened exterior edge. Light red 2.5YR 6/6 slip on exterior. Light red 2.5YR 6/8 slip on upper body interior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Stopper Cup,Stopper Cups,,,1. Stopper Cup. Diam. 8 cm. ,3, Coarse light red 2.5YR 7/8 ware. Large (2 x 2 ) lime inclusions have caused spalling on exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Chalice,Cups/Chalices,,,10. Chalice? Diam. 10.5 cm. ,2.5, Fine light red 2.5YR 6/8 ware with pink core. Excised ridges on rim top. Location: UT--- Residential Quarter--- Trench 94. Cf.--- Petra Church (Gerber 2001a--- Fig. 1.9)--- first century BCE.
Pottery,30.3287,35.4421,-200,360,Handle,Cups/Chalices,,,9. Handle. Width: 1 cm. Length: 3.5 cm. ,3, Light red 2.5YR 6/8 ware. Pinched decoration. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Small Jar,Cups/Chalices,,,8. Small Jar. Diam. 7.5 cm. ,2, Fine light red 2.5YR 6/8 ware. Self-same slip on exterior. Horizontal rim. Twisted handle. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Chalice? Jar?,Cups/Chalices,,,,,
Pottery,30.3287,35.4421,-200,360,Chalice? Jar?,Cups/Chalices,,,6. Chalice? Jar? Diam. 10 cm. ,1.5, Fine light red 2.5YR 6/8 ware. Combed incisions on the one preserved handle. Two horizontal lines on exterior upper body. Red slip on exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Chalice? Jar?,Cups/Chalices,,,,,
Pottery,30.3287,35.4421,-200,360,Chalice,Cups/Chalices,,,,,
Pottery,30.3287,35.4421,-200,360,Chalice,Cups/Chalices,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl Base,Cooking Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Cup,Cups/Chalices,,,1. Cup. Diam. 9 cm. ,2, Fine reddish gray 2.5YR 6/ ware with black core. Interior fabric color: light red 2.5YR 7/8. Light red 2.5YR 6/8 slip on exterior and upper part of interior. Slight groove on rim exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl Base,Cooking Bowls,03-P-73,,,,
Pottery,30.3287,35.4421,-200,360,Cooking (?) Bowl,Cooking Bowls,,,127. Cooking (?) Bowl. Diam. 27 cm. Medium coarse reddish yellow 5YR 7/6 ware with gray core in lower body. Exterior fabric color: light red 2.5YR 7/8. Interior fabric color--- light red 2.5YR 7/6. Incurving rim is thickened externally and angularly flattened. Red 10R 6/8 slip on rim top. Burnt exterior. Location: UT--- Residential Quarter--- Trench 94.,,
Pottery,30.3287,35.4421,-200,360,Cooking (?) Bowl,Cooking Bowls,,,123. Cooking (?) Bowl. Diam. 21 cm. ,3, Light red 2.5YR 7/8 ware with thick light gray 5YR 7/1 core near interior surface. Gray 2.5Y 6/1 slip on upper body extending over rim top. Interior coated with self-same slip. Interior and exterior fabric color: light reddish brown 2.5YR 7/4. Exterior burnt. Location: UT Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Cooking Bowls,,,122. Bowl. Diam. 21 cm. ,2, Fine light red 2.5YR 6/8 ware with black core throughout below rim. Incurving rim has excised groove on exterior and interior edge. Very pale brown 10YR 8/4 slip on upper body. Black core is visible through slip on lower exterior. Large (1 ) lime inclusions on surface. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Cooking Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Cooking Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,119. Casserole Bowl. Diam. 27 cm. Interior fabric color: light red 2.5YR 7/8. Exterior fabric color: light red 2.5YR 6/8. Red 2.5YR 5/8 slip on exterior upper body from rim to just below carination. Location: UT--- Residential Quarter--- Trench 94. Cf.--- Ez Zantur (Stucky et al.--- 1994--- Fig. 16. K)--- CE early second century. For precedent cf.--- Oboda (Negev 1986--- 605) with smaller diameter dating to Middle Nabataean.,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,118. Casserole Bowl. Diam. 29 cm. Coarse light red 2.5YR 6/8 ware with dark gray core. Large lime inclusions--- black grit and holes on surface. One 4  long straw burn-out hole. Everted rim has shallow excised ridge on rim top. Red slip above carination. Self-same light red 2.5YR 7/8 slip on interior. Location: UT--- Residential Quarter--- Trench 94.,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,Casserole Bowl with Handle,,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Casserole Bowls,,,115. Bowl. Diam.17 cm. ,2, Fine light red 2.5YR 6/8 ware. Wavy design possibly created by a large tool moved in an up-and-down motion while bowl was spun on the wheel. Pressure applied to create exterior design has caused bumps on interior at point of carination. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,Casserole Bowl with Horizontal Handle,111. Casserole Bowl with Horizontal Handle. Diam. 21 cm. ,3.5, Medium coarse 2.5YR 7/8 light red ware with thin--- pale purple core near interior surface. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Bowl,Casserole Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,108. Casserole Bowl. Diam. 23 cm. ,3, Coarse light red 2.5YR 7/8 ware. Pinkish white 2.5YR 8/2 slip over rim top and upper body to about 1 cm beyond carination. Two grooves in wave pattern incised on exterior upper body. Lower groove is less deep than upper. Surfaces--- particularly the interior--- are rough. Burnt exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Casserole Bowls,,,,,
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,102. Casserole Bowl. Diam. 20 cm. ,4, Light red 10R 6/8 ware. Interior fabric color: light red 2.5YR 7/6. Very pale brown 10YR 8/3 slip on exterior upper body--- overlapping onto rim top. Burned interior and exterior. Food drip marks on white slip of exterior. Location: UT--- Residential Quarter--- Trench 94.
Pottery,30.3287,35.4421,-200,360,Casserole Bowl,Casserole Bowls,,,101. Casserole Bowl. Diam. 20 cm. Light red 2.5YR 7/8 ware. Pink 7.5YR 8/3 slip on exterior upper body and rim top. A few large (1) lime inclusions on surface. Location: UT--- Residential Quarter--- Trench 94.,,
Pottery,30.3287,35.4421,-200,360,Alabrastron base,Small forms,,,14. Alabrastron base. Diam. 4.0 cm. ,0.2, Gritty light reddish brown 5YR 6/4 fabric. Red 2.5YR 5/6 slipped exterior with very dark gray 10YR 3/1 palmette wreath decoration (similar to #13). Location: UT--- Residential Quarter--- Trench 89.
Pottery,30.3287,35.4421,-200,360,Amphora base,Amphorae,,,2. Amphora base. Diam. 9 cm. Thickness at break: 5 . ,1.6 cm, Location: P--- Trench 86--- Locus 17. Sequence No. 86054.
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,01-P-67,,4. Unguentarium. Cat. No. 01-P-67. Neck Diam. 1.7 cm. ,2, Height: 5.6 cm. Light brown 7.5YR6/4 ware. Location: UT--- East Fluvial Deposit--- Special Project 84---L ocus 1. Sequence No. SP84011.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 6,01-P-66,,Bowl. Cat. No. 01-P-66. Diam. 13.5 cm. Base Diam. 4 cm. Light red 10R 6/8 ware. White 2.5Y 8/1 slip over rim--- Phase 2A decoration. Location: UT--- East Fluvial Deposit--- Special Project 84--- Locus 1. Sequence No. SP84022.,,
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,14. Cooking Pot. Diam. 14 cm. ,4, Location: P--- Trench 86--- Locus 1. Sequence No. 86017.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 6,,,Bowl. Diam. 13 cm. ,2.5, Coarse red 2.5YR 5/6 ware. White slip on rim exterior. Location: Propylaeum Trench 95--- Locus 12. Sequence No. 95477. Cf.--- Schmid--- Phase 1.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,Bowl. In P.5 pottery container--- no dimensions. Red 2.5YR 5/6 ware with very dark gray 10YR 3/1 core. Very pale brown 10YR 8/3 slip. Location: T--- Trench 84--- Locus 8. Sequence No. 84046.,,
